model,rep,condition,trial_number,raw_choice,final_choice,intervened,correct,persistence_error
gpt,15,OracleFull,14,color,color,0,0,0
gpt,15,OracleFull,15,color,color,0,0,0
gpt,15,OracleFull,16,color,number,1,1,0
gpt,15,OracleFull,17,shape,shape,0,0,1
gpt,15,OracleFull,18,color,color,0,0,0
gpt,15,OracleFull,19,color,color,0,1,0
gpt,15,OracleFull,20,color,color,0,1,0
gpt,15,OracleFull,21,color,color,0,1,0
gpt,15,OracleFull,22,color,color,0,1,0
gpt,15,OracleFull,23,color,color,0,1,0
gpt,15,OracleFull,24,color,color,0,1,0
gpt,15,OracleFull,25,color,shape,1,1,0
gpt,15,OracleFull,26,color,shape,1,1,0
gpt,15,OracleFull,27,color,shape,1,1,0
gpt,15,OracleFull,28,color,color,0,0,1
gpt,15,OracleFull,29,color,color,0,0,1
gpt,15,OracleFull,30,color,shape,1,1,0
gpt,15,OracleFull,31,color,color,0,0,0
gpt,15,OracleFull,32,color,color,0,0,0
gpt,15,OracleFull,33,color,number,1,1,0
gpt,15,OracleFull,34,shape,shape,0,0,1
gpt,15,OracleFull,35,color,color,0,0,0
gpt,15,OracleFull,36,color,color,0,0,0
gpt,16,RawLLM,1,shape,shape,0,0,0
gpt,16,RawLLM,2,color,color,0,1,0
gpt,16,RawLLM,3,color,color,0,1,0
gpt,16,RawLLM,4,shape,shape,0,0,0
gpt,16,RawLLM,5,shape,shape,0,0,0
gpt,16,RawLLM,6,color,color,0,1,0
gpt,16,RawLLM,7,shape,shape,0,1,0
gpt,16,RawLLM,8,color,color,0,0,1
gpt,16,RawLLM,9,color,color,0,0,1
gpt,16,RawLLM,10,color,color,0,0,1
gpt,16,RawLLM,11,color,color,0,0,1
gpt,16,RawLLM,12,color,color,0,0,1
gpt,16,RawLLM,13,color,color,0,0,0
gpt,16,RawLLM,14,color,color,0,0,0
gpt,16,RawLLM,15,color,color,0,0,0
gpt,16,RawLLM,16,color,color,0,0,0
gpt,16,RawLLM,17,color,color,0,0,0
gpt,16,RawLLM,18,color,color,0,0,0
gpt,16,RawLLM,19,color,color,0,1,0
gpt,16,RawLLM,20,color,color,0,1,0
gpt,16,RawLLM,21,shape,shape,0,0,0
gpt,16,RawLLM,22,color,color,0,1,0
gpt,16,RawLLM,23,color,color,0,1,0
gpt,16,RawLLM,24,color,color,0,1,0
gpt,16,RawLLM,25,color,color,0,0,1
gpt,16,RawLLM,26,color,color,0,0,1
gpt,16,RawLLM,27,color,color,0,0,1
gpt,16,RawLLM,28,color,color,0,0,1
gpt,16,RawLLM,29,color,color,0,0,1
gpt,16,RawLLM,30,color,color,0,0,1
gpt,16,RawLLM,31,color,color,0,0,0
gpt,16,RawLLM,32,color,color,0,0,0
gpt,16,RawLLM,33,color,color,0,0,0
gpt,16,RawLLM,34,color,color,0,0,0
gpt,16,RawLLM,35,color,color,0,0,0
gpt,16,RawLLM,36,color,color,0,0,0
gpt,16,RuleBlindFull,1,shape,shape,0,0,0
gpt,16,RuleBlindFull,2,color,color,0,1,0
gpt,16,RuleBlindFull,3,color,color,0,1,0
gpt,16,RuleBlindFull,4,shape,shape,0,0,0
gpt,16,RuleBlindFull,5,shape,shape,0,0,0
gpt,16,RuleBlindFull,6,color,color,0,1,0
gpt,16,RuleBlindFull,7,shape,shape,0,1,0
gpt,16,RuleBlindFull,8,color,color,0,0,1
gpt,16,RuleBlindFull,9,color,color,0,0,1
gpt,16,RuleBlindFull,10,color,shape,1,1,0
gpt,16,RuleBlindFull,11,color,shape,1,1,0
gpt,16,RuleBlindFull,12,color,color,0,0,1
gpt,16,RuleBlindFull,13,color,color,0,0,0
gpt,16,RuleBlindFull,14,color,color,0,0,0
gpt,16,RuleBlindFull,15,color,color,0,0,0
gpt,16,RuleBlindFull,16,color,color,0,0,0
gpt,16,RuleBlindFull,17,color,color,0,0,0
gpt,16,RuleBlindFull,18,color,color,0,0,0
gpt,16,RuleBlindFull,19,color,color,0,1,0
gpt,16,RuleBlindFull,20,color,color,0,1,0
gpt,16,RuleBlindFull,21,shape,shape,0,0,0
gpt,16,RuleBlindFull,22,color,color,0,1,0
gpt,16,RuleBlindFull,23,color,color,0,1,0
gpt,16,RuleBlindFull,24,color,color,0,1,0
gpt,16,RuleBlindFull,25,color,color,0,0,1
gpt,16,RuleBlindFull,26,color,color,0,0,1
gpt,16,RuleBlindFull,27,color,shape,1,1,0
gpt,16,RuleBlindFull,28,color,shape,1,1,0
gpt,16,RuleBlindFull,29,color,color,0,0,1
gpt,16,RuleBlindFull,30,color,color,0,0,1
gpt,16,RuleBlindFull,31,color,color,0,0,0
gpt,16,RuleBlindFull,32,color,color,0,0,0
gpt,16,RuleBlindFull,33,color,color,0,0,0
gpt,16,RuleBlindFull,34,color,color,0,0,0
gpt,16,RuleBlindFull,35,color,color,0,0,0
gpt,16,RuleBlindFull,36,color,color,0,0,0
gpt,16,NoVeto,1,shape,shape,0,0,0
gpt,16,NoVeto,2,color,color,0,1,0
gpt,16,NoVeto,3,color,color,0,1,0
gpt,16,NoVeto,4,shape,shape,0,0,0
gpt,16,NoVeto,5,shape,shape,0,0,0
gpt,16,NoVeto,6,color,color,0,1,0
gpt,16,NoVeto,7,shape,shape,0,1,0
gpt,16,NoVeto,8,color,color,0,0,1
gpt,16,NoVeto,9,color,color,0,0,1
gpt,16,NoVeto,10,color,color,0,0,1
gpt,16,NoVeto,11,color,color,0,0,1
gpt,16,NoVeto,12,color,color,0,0,1
gpt,16,NoVeto,13,color,color,0,0,0
gpt,16,NoVeto,14,color,color,0,0,0
gpt,16,NoVeto,15,color,color,0,0,0
gpt,16,NoVeto,16,color,color,0,0,0
gpt,16,NoVeto,17,color,color,0,0,0
gpt,16,NoVeto,18,color,color,0,0,0
gpt,16,NoVeto,19,color,color,0,1,0
gpt,16,NoVeto,20,color,color,0,1,0
gpt,16,NoVeto,21,shape,shape,0,0,0
gpt,16,NoVeto,22,color,color,0,1,0
gpt,16,NoVeto,23,color,color,0,1,0
gpt,16,NoVeto,24,color,color,0,1,0
gpt,16,NoVeto,25,color,color,0,0,1
gpt,16,NoVeto,26,color,color,0,0,1
gpt,16,NoVeto,27,color,color,0,0,1
gpt,16,NoVeto,28,color,color,0,0,1
gpt,16,NoVeto,29,color,color,0,0,1
gpt,16,NoVeto,30,color,color,0,0,1
gpt,16,NoVeto,31,color,color,0,0,0
gpt,16,NoVeto,32,color,color,0,0,0
gpt,16,NoVeto,33,color,color,0,0,0
gpt,16,NoVeto,34,color,color,0,0,0
gpt,16,NoVeto,35,color,color,0,0,0
gpt,16,NoVeto,36,color,color,0,0,0
gpt,16,TrajectoryOnly,1,shape,shape,0,0,0
gpt,16,TrajectoryOnly,2,color,color,0,1,0
gpt,16,TrajectoryOnly,3,color,color,0,1,0
gpt,16,TrajectoryOnly,4,shape,shape,0,0,0
gpt,16,TrajectoryOnly,5,shape,shape,0,0,0
gpt,16,TrajectoryOnly,6,color,color,0,1,0
gpt,16,TrajectoryOnly,7,shape,shape,0,1,0
gpt,16,TrajectoryOnly,8,color,color,0,0,1
gpt,16,TrajectoryOnly,9,color,color,0,0,1
gpt,16,TrajectoryOnly,10,color,color,0,0,1
gpt,16,TrajectoryOnly,11,color,color,0,0,1
gpt,16,TrajectoryOnly,12,color,color,0,0,1
gpt,16,TrajectoryOnly,13,color,number,1,1,0
gpt,16,TrajectoryOnly,14,color,color,0,0,0
gpt,16,TrajectoryOnly,15,color,color,0,0,0
gpt,16,TrajectoryOnly,16,color,color,0,0,0
gpt,16,TrajectoryOnly,17,color,color,0,0,0
gpt,16,TrajectoryOnly,18,color,color,0,0,0
gpt,16,TrajectoryOnly,19,color,shape,1,0,0
gpt,16,TrajectoryOnly,20,color,color,0,1,0
gpt,16,TrajectoryOnly,21,shape,shape,0,0,0
gpt,16,TrajectoryOnly,22,color,color,0,1,0
gpt,16,TrajectoryOnly,23,color,color,0,1,0
gpt,16,TrajectoryOnly,24,color,color,0,1,0
gpt,16,TrajectoryOnly,25,color,color,0,0,1
gpt,16,TrajectoryOnly,26,color,color,0,0,1
gpt,16,TrajectoryOnly,27,color,number,1,0,0
gpt,16,TrajectoryOnly,28,color,color,0,0,1
gpt,16,TrajectoryOnly,29,color,color,0,0,1
gpt,16,TrajectoryOnly,30,color,color,0,0,1
gpt,16,TrajectoryOnly,31,color,color,0,0,0
gpt,16,TrajectoryOnly,32,color,color,0,0,0
gpt,16,TrajectoryOnly,33,color,shape,1,0,1
gpt,16,TrajectoryOnly,34,color,color,0,0,0
gpt,16,TrajectoryOnly,35,color,color,0,0,0
gpt,16,TrajectoryOnly,36,color,color,0,0,0
gpt,16,YokedRandom,1,shape,shape,0,0,0
gpt,16,YokedRandom,2,color,color,0,1,0
gpt,16,YokedRandom,3,color,color,0,1,0
gpt,16,YokedRandom,4,shape,shape,0,0,0
gpt,16,YokedRandom,5,shape,shape,0,0,0
gpt,16,YokedRandom,6,color,color,0,1,0
gpt,16,YokedRandom,7,shape,shape,0,1,0
gpt,16,YokedRandom,8,color,color,0,0,1
gpt,16,YokedRandom,9,color,color,0,0,1
gpt,16,YokedRandom,10,color,shape,1,1,0
gpt,16,YokedRandom,11,color,number,1,0,0
gpt,16,YokedRandom,12,color,color,0,0,1
gpt,16,YokedRandom,13,color,color,0,0,0
gpt,16,YokedRandom,14,color,color,0,0,0
gpt,16,YokedRandom,15,color,color,0,0,0
gpt,16,YokedRandom,16,color,color,0,0,0
gpt,16,YokedRandom,17,color,color,0,0,0
gpt,16,YokedRandom,18,color,color,0,0,0
gpt,16,YokedRandom,19,color,color,0,1,0
gpt,16,YokedRandom,20,color,color,0,1,0
gpt,16,YokedRandom,21,shape,shape,0,0,0
gpt,16,YokedRandom,22,color,color,0,1,0
gpt,16,YokedRandom,23,color,color,0,1,0
gpt,16,YokedRandom,24,color,color,0,1,0
gpt,16,YokedRandom,25,color,color,0,0,1
gpt,16,YokedRandom,26,color,color,0,0,1
gpt,16,YokedRandom,27,color,shape,1,1,0
gpt,16,YokedRandom,28,color,shape,1,1,0
gpt,16,YokedRandom,29,color,color,0,0,1
gpt,16,YokedRandom,30,color,color,0,0,1
gpt,16,YokedRandom,31,color,color,0,0,0
gpt,16,YokedRandom,32,color,color,0,0,0
gpt,16,YokedRandom,33,color,color,0,0,0
gpt,16,YokedRandom,34,color,color,0,0,0
gpt,16,YokedRandom,35,color,color,0,0,0
gpt,16,YokedRandom,36,color,color,0,0,0
gpt,16,OracleFull,1,shape,shape,0,0,0
gpt,16,OracleFull,2,color,color,0,1,0
gpt,16,OracleFull,3,color,color,0,1,0
gpt,16,OracleFull,4,shape,shape,0,0,0
gpt,16,OracleFull,5,shape,shape,0,0,0
gpt,16,OracleFull,6,color,color,0,1,0
gpt,16,OracleFull,7,shape,shape,0,1,0
gpt,16,OracleFull,8,color,shape,1,1,0
gpt,16,OracleFull,9,color,color,0,0,1
gpt,16,OracleFull,10,color,color,0,0,1
gpt,16,OracleFull,11,color,shape,1,1,0
gpt,16,OracleFull,12,color,color,0,0,1
gpt,16,OracleFull,13,color,color,0,0,0
gpt,16,OracleFull,14,color,number,1,1,0
gpt,16,OracleFull,15,color,color,0,0,0
gpt,16,OracleFull,16,color,color,0,0,0
gpt,16,OracleFull,17,color,number,1,1,0
gpt,16,OracleFull,18,color,color,0,0,0
gpt,16,OracleFull,19,color,color,0,1,0
gpt,16,OracleFull,20,color,color,0,1,0
gpt,16,OracleFull,21,shape,shape,0,0,0
gpt,16,OracleFull,22,color,color,0,1,0
gpt,16,OracleFull,23,color,color,0,1,0
gpt,16,OracleFull,24,color,color,0,1,0
gpt,16,OracleFull,25,color,shape,1,1,0
gpt,16,OracleFull,26,color,shape,1,1,0
gpt,16,OracleFull,27,color,shape,1,1,0
gpt,16,OracleFull,28,color,color,0,0,1
gpt,16,OracleFull,29,color,color,0,0,1
gpt,16,OracleFull,30,color,shape,1,1,0
gpt,16,OracleFull,31,color,color,0,0,0
gpt,16,OracleFull,32,color,color,0,0,0
gpt,16,OracleFull,33,color,number,1,1,0
gpt,16,OracleFull,34,color,color,0,0,0
gpt,16,OracleFull,35,color,color,0,0,0
gpt,16,OracleFull,36,color,number,1,1,0
gpt,17,RawLLM,1,color,color,0,1,0
gpt,17,RawLLM,2,color,color,0,1,0
gpt,17,RawLLM,3,color,color,0,1,0
gpt,17,RawLLM,4,color,color,0,1,0
gpt,17,RawLLM,5,color,color,0,1,0
gpt,17,RawLLM,6,color,color,0,1,0
gpt,17,RawLLM,7,color,color,0,0,1
gpt,17,RawLLM,8,color,color,0,0,1
gpt,17,RawLLM,9,color,color,0,0,1
gpt,17,RawLLM,10,color,color,0,0,1
gpt,17,RawLLM,11,color,color,0,0,1
gpt,17,RawLLM,12,color,color,0,0,1
gpt,17,RawLLM,13,color,color,0,0,0
gpt,17,RawLLM,14,color,color,0,0,0
gpt,17,RawLLM,15,color,color,0,0,0
gpt,17,RawLLM,16,color,color,0,0,0
gpt,17,RawLLM,17,color,color,0,0,0
gpt,17,RawLLM,18,color,color,0,0,0
gpt,17,RawLLM,19,shape,shape,0,0,0
gpt,17,RawLLM,20,color,color,0,1,0
gpt,17,RawLLM,21,color,color,0,1,0
gpt,17,RawLLM,22,color,color,0,1,0
gpt,17,RawLLM,23,color,color,0,1,0
gpt,17,RawLLM,24,color,color,0,1,0
gpt,17,RawLLM,25,color,color,0,0,1
gpt,17,RawLLM,26,color,color,0,0,1
gpt,17,RawLLM,27,color,color,0,0,1
gpt,17,RawLLM,28,color,color,0,0,1
gpt,17,RawLLM,29,color,color,0,0,1
gpt,17,RawLLM,30,color,color,0,0,1
gpt,17,RawLLM,31,color,color,0,0,0
gpt,17,RawLLM,32,color,color,0,0,0
gpt,17,RawLLM,33,shape,shape,0,0,1
gpt,17,RawLLM,34,color,color,0,0,0
gpt,17,RawLLM,35,shape,shape,0,0,1
gpt,17,RawLLM,36,color,color,0,0,0
gpt,17,RuleBlindFull,1,color,color,0,1,0
gpt,17,RuleBlindFull,2,color,color,0,1,0
gpt,17,RuleBlindFull,3,color,color,0,1,0
gpt,17,RuleBlindFull,4,color,color,0,1,0
gpt,17,RuleBlindFull,5,color,color,0,1,0
gpt,17,RuleBlindFull,6,color,color,0,1,0
gpt,17,RuleBlindFull,7,color,color,0,0,1
gpt,17,RuleBlindFull,8,color,color,0,0,1
gpt,17,RuleBlindFull,9,color,shape,1,1,0
gpt,17,RuleBlindFull,10,color,shape,1,1,0
gpt,17,RuleBlindFull,11,color,color,0,0,1
gpt,17,RuleBlindFull,12,color,color,0,0,1
gpt,17,RuleBlindFull,13,color,color,0,0,0
gpt,17,RuleBlindFull,14,color,color,0,0,0
gpt,17,RuleBlindFull,15,color,color,0,0,0
gpt,17,RuleBlindFull,16,color,color,0,0,0
gpt,17,RuleBlindFull,17,color,color,0,0,0
gpt,17,RuleBlindFull,18,color,color,0,0,0
gpt,17,RuleBlindFull,19,shape,shape,0,0,0
gpt,17,RuleBlindFull,20,color,color,0,1,0
gpt,17,RuleBlindFull,21,color,color,0,1,0
gpt,17,RuleBlindFull,22,color,color,0,1,0
gpt,17,RuleBlindFull,23,color,color,0,1,0
gpt,17,RuleBlindFull,24,color,color,0,1,0
gpt,17,RuleBlindFull,25,color,color,0,0,1
gpt,17,RuleBlindFull,26,color,color,0,0,1
gpt,17,RuleBlindFull,27,color,shape,1,1,0
gpt,17,RuleBlindFull,28,color,shape,1,1,0
gpt,17,RuleBlindFull,29,color,color,0,0,1
gpt,17,RuleBlindFull,30,color,color,0,0,1
gpt,17,RuleBlindFull,31,color,color,0,0,0
gpt,17,RuleBlindFull,32,color,color,0,0,0
gpt,17,RuleBlindFull,33,shape,shape,0,0,1
gpt,17,RuleBlindFull,34,color,color,0,0,0
gpt,17,RuleBlindFull,35,shape,shape,0,0,1
gpt,17,RuleBlindFull,36,color,color,0,0,0
gpt,17,NoVeto,1,color,color,0,1,0
gpt,17,NoVeto,2,color,color,0,1,0
gpt,17,NoVeto,3,color,color,0,1,0
gpt,17,NoVeto,4,color,color,0,1,0
gpt,17,NoVeto,5,color,color,0,1,0
gpt,17,NoVeto,6,color,color,0,1,0
gpt,17,NoVeto,7,color,color,0,0,1
gpt,17,NoVeto,8,color,color,0,0,1
gpt,17,NoVeto,9,color,color,0,0,1
gpt,17,NoVeto,10,color,color,0,0,1
gpt,17,NoVeto,11,color,color,0,0,1
gpt,17,NoVeto,12,color,color,0,0,1
gpt,17,NoVeto,13,color,color,0,0,0
gpt,17,NoVeto,14,color,color,0,0,0
gpt,17,NoVeto,15,color,color,0,0,0
gpt,17,NoVeto,16,color,color,0,0,0
gpt,17,NoVeto,17,color,color,0,0,0
gpt,17,NoVeto,18,color,color,0,0,0
gpt,17,NoVeto,19,shape,shape,0,0,0
gpt,17,NoVeto,20,color,color,0,1,0
gpt,17,NoVeto,21,color,color,0,1,0
gpt,17,NoVeto,22,color,color,0,1,0
gpt,17,NoVeto,23,color,color,0,1,0
gpt,17,NoVeto,24,color,color,0,1,0
gpt,17,NoVeto,25,color,color,0,0,1
gpt,17,NoVeto,26,color,color,0,0,1
gpt,17,NoVeto,27,color,color,0,0,1
gpt,17,NoVeto,28,color,color,0,0,1
gpt,17,NoVeto,29,color,color,0,0,1
gpt,17,NoVeto,30,color,color,0,0,1
gpt,17,NoVeto,31,color,color,0,0,0
gpt,17,NoVeto,32,color,color,0,0,0
gpt,17,NoVeto,33,shape,shape,0,0,1
gpt,17,NoVeto,34,color,color,0,0,0
gpt,17,NoVeto,35,shape,shape,0,0,1
gpt,17,NoVeto,36,color,color,0,0,0
gpt,17,TrajectoryOnly,1,color,color,0,1,0
gpt,17,TrajectoryOnly,2,color,color,0,1,0
gpt,17,TrajectoryOnly,3,color,color,0,1,0
gpt,17,TrajectoryOnly,4,color,color,0,1,0
gpt,17,TrajectoryOnly,5,color,color,0,1,0
gpt,17,TrajectoryOnly,6,color,shape,1,0,0
gpt,17,TrajectoryOnly,7,color,color,0,0,1
gpt,17,TrajectoryOnly,8,color,color,0,0,1
gpt,17,TrajectoryOnly,9,color,color,0,0,1
gpt,17,TrajectoryOnly,10,color,color,0,0,1
gpt,17,TrajectoryOnly,11,color,color,0,0,1
gpt,17,TrajectoryOnly,12,color,number,1,0,0
gpt,17,TrajectoryOnly,13,color,color,0,0,0
gpt,17,TrajectoryOnly,14,color,color,0,0,0
gpt,17,TrajectoryOnly,15,color,color,0,0,0
gpt,17,TrajectoryOnly,16,color,color,0,0,0
gpt,17,TrajectoryOnly,17,color,color,0,0,0
gpt,17,TrajectoryOnly,18,color,shape,1,0,1
gpt,17,TrajectoryOnly,19,shape,shape,0,0,0
gpt,17,TrajectoryOnly,20,color,color,0,1,0
gpt,17,TrajectoryOnly,21,color,color,0,1,0
gpt,17,TrajectoryOnly,22,color,color,0,1,0
gpt,17,TrajectoryOnly,23,color,color,0,1,0
gpt,17,TrajectoryOnly,24,color,color,0,1,0
gpt,17,TrajectoryOnly,25,color,number,1,0,0
gpt,17,TrajectoryOnly,26,color,color,0,0,1
gpt,17,TrajectoryOnly,27,color,color,0,0,1
gpt,17,TrajectoryOnly,28,color,color,0,0,1
gpt,17,TrajectoryOnly,29,color,color,0,0,1
gpt,17,TrajectoryOnly,30,color,color,0,0,1
gpt,17,TrajectoryOnly,31,color,shape,1,0,1
gpt,17,TrajectoryOnly,32,color,color,0,0,0
gpt,17,TrajectoryOnly,33,shape,shape,0,0,1
gpt,17,TrajectoryOnly,34,color,color,0,0,0
gpt,17,TrajectoryOnly,35,shape,shape,0,0,1
gpt,17,TrajectoryOnly,36,color,color,0,0,0
gpt,17,YokedRandom,1,color,color,0,1,0
gpt,17,YokedRandom,2,color,color,0,1,0
gpt,17,YokedRandom,3,color,color,0,1,0
gpt,17,YokedRandom,4,color,color,0,1,0
gpt,17,YokedRandom,5,color,color,0,1,0
gpt,17,YokedRandom,6,color,color,0,1,0
gpt,17,YokedRandom,7,color,color,0,0,1
gpt,17,YokedRandom,8,color,color,0,0,1
gpt,17,YokedRandom,9,color,number,1,0,0
gpt,17,YokedRandom,10,color,number,1,0,0
gpt,17,YokedRandom,11,color,color,0,0,1
gpt,17,YokedRandom,12,color,color,0,0,1
gpt,17,YokedRandom,13,color,color,0,0,0
gpt,17,YokedRandom,14,color,color,0,0,0
gpt,17,YokedRandom,15,color,color,0,0,0
gpt,17,YokedRandom,16,color,color,0,0,0
gpt,17,YokedRandom,17,color,color,0,0,0
gpt,17,YokedRandom,18,color,color,0,0,0
gpt,17,YokedRandom,19,shape,shape,0,0,0
gpt,17,YokedRandom,20,color,color,0,1,0
gpt,17,YokedRandom,21,color,color,0,1,0
gpt,17,YokedRandom,22,color,color,0,1,0
gpt,17,YokedRandom,23,color,color,0,1,0
gpt,17,YokedRandom,24,color,color,0,1,0
gpt,17,YokedRandom,25,color,color,0,0,1
gpt,17,YokedRandom,26,color,color,0,0,1
gpt,17,YokedRandom,27,color,number,1,0,0
gpt,17,YokedRandom,28,color,number,1,0,0
gpt,17,YokedRandom,29,color,color,0,0,1
gpt,17,YokedRandom,30,color,color,0,0,1
gpt,17,YokedRandom,31,color,color,0,0,0
gpt,17,YokedRandom,32,color,color,0,0,0
gpt,17,YokedRandom,33,shape,shape,0,0,1
gpt,17,YokedRandom,34,color,color,0,0,0
gpt,17,YokedRandom,35,shape,shape,0,0,1
gpt,17,YokedRandom,36,color,color,0,0,0
gpt,17,OracleFull,1,color,color,0,1,0
gpt,17,OracleFull,2,color,color,0,1,0
gpt,17,OracleFull,3,color,color,0,1,0
gpt,17,OracleFull,4,color,color,0,1,0
gpt,17,OracleFull,5,color,color,0,1,0
gpt,17,OracleFull,6,color,color,0,1,0
gpt,17,OracleFull,7,color,shape,1,1,0
gpt,17,OracleFull,8,color,shape,1,1,0
gpt,17,OracleFull,9,color,color,0,0,1
gpt,17,OracleFull,10,color,color,0,0,1
gpt,17,OracleFull,11,color,shape,1,1,0
gpt,17,OracleFull,12,color,color,0,0,1
gpt,17,OracleFull,13,color,color,0,0,0
gpt,17,OracleFull,14,color,number,1,1,0
gpt,17,OracleFull,15,color,color,0,0,0
gpt,17,OracleFull,16,color,color,0,0,0
gpt,17,OracleFull,17,color,number,1,1,0
gpt,17,OracleFull,18,color,color,0,0,0
gpt,17,OracleFull,19,shape,shape,0,0,0
gpt,17,OracleFull,20,color,color,0,1,0
gpt,17,OracleFull,21,color,color,0,1,0
gpt,17,OracleFull,22,color,color,0,1,0
gpt,17,OracleFull,23,color,color,0,1,0
gpt,17,OracleFull,24,color,color,0,1,0
gpt,17,OracleFull,25,color,shape,1,1,0
gpt,17,OracleFull,26,color,shape,1,1,0
gpt,17,OracleFull,27,color,shape,1,1,0
gpt,17,OracleFull,28,color,color,0,0,1
gpt,17,OracleFull,29,color,color,0,0,1
gpt,17,OracleFull,30,color,shape,1,1,0
gpt,17,OracleFull,31,color,color,0,0,0
gpt,17,OracleFull,32,color,color,0,0,0
gpt,17,OracleFull,33,shape,number,1,1,0
gpt,17,OracleFull,34,color,color,0,0,0
gpt,17,OracleFull,35,shape,shape,0,0,1
gpt,17,OracleFull,36,color,color,0,0,0
gpt,18,RawLLM,1,color,color,0,1,0
gpt,18,RawLLM,2,color,color,0,1,0
gpt,18,RawLLM,3,color,color,0,1,0
gpt,18,RawLLM,4,color,color,0,1,0
gpt,18,RawLLM,5,color,color,0,1,0
gpt,18,RawLLM,6,color,color,0,1,0
gpt,18,RawLLM,7,color,color,0,0,1
gpt,18,RawLLM,8,color,color,0,0,1
gpt,18,RawLLM,9,color,color,0,0,1
gpt,18,RawLLM,10,color,color,0,0,1
gpt,18,RawLLM,11,color,color,0,0,1
gpt,18,RawLLM,12,color,color,0,0,1
gpt,18,RawLLM,13,color,color,0,0,0
gpt,18,RawLLM,14,color,color,0,0,0
gpt,18,RawLLM,15,color,color,0,0,0
gpt,18,RawLLM,16,color,color,0,0,0
gpt,18,RawLLM,17,color,color,0,0,0
gpt,18,RawLLM,18,color,color,0,0,0
gpt,18,RawLLM,19,color,color,0,1,0
gpt,18,RawLLM,20,color,color,0,1,0
gpt,18,RawLLM,21,color,color,0,1,0
gpt,18,RawLLM,22,color,color,0,1,0
gpt,18,RawLLM,23,color,color,0,1,0
gpt,18,RawLLM,24,color,color,0,1,0
gpt,18,RawLLM,25,shape,shape,0,1,0
gpt,18,RawLLM,26,color,color,0,0,1
gpt,18,RawLLM,27,color,color,0,0,1
gpt,18,RawLLM,28,shape,shape,0,1,0
gpt,18,RawLLM,29,shape,shape,0,1,0
gpt,18,RawLLM,30,color,color,0,0,1
gpt,18,RawLLM,31,color,color,0,0,0
gpt,18,RawLLM,32,color,color,0,0,0
gpt,18,RawLLM,33,shape,shape,0,0,1
gpt,18,RawLLM,34,color,color,0,0,0
gpt,18,RawLLM,35,color,color,0,0,0
gpt,18,RawLLM,36,color,color,0,0,0
gpt,18,RuleBlindFull,1,color,color,0,1,0
gpt,18,RuleBlindFull,2,color,color,0,1,0
gpt,18,RuleBlindFull,3,color,color,0,1,0
gpt,18,RuleBlindFull,4,color,color,0,1,0
gpt,18,RuleBlindFull,5,color,color,0,1,0
gpt,18,RuleBlindFull,6,color,color,0,1,0
gpt,18,RuleBlindFull,7,color,color,0,0,1
gpt,18,RuleBlindFull,8,color,color,0,0,1
gpt,18,RuleBlindFull,9,color,shape,1,1,0
gpt,18,RuleBlindFull,10,color,shape,1,1,0
gpt,18,RuleBlindFull,11,color,color,0,0,1
gpt,18,RuleBlindFull,12,color,color,0,0,1
gpt,18,RuleBlindFull,13,color,color,0,0,0
gpt,18,RuleBlindFull,14,color,color,0,0,0
gpt,18,RuleBlindFull,15,color,color,0,0,0
gpt,18,RuleBlindFull,16,color,color,0,0,0
gpt,18,RuleBlindFull,17,color,color,0,0,0
gpt,18,RuleBlindFull,18,color,color,0,0,0
gpt,18,RuleBlindFull,19,color,color,0,1,0
gpt,18,RuleBlindFull,20,color,color,0,1,0
gpt,18,RuleBlindFull,21,color,color,0,1,0
gpt,18,RuleBlindFull,22,color,color,0,1,0
gpt,18,RuleBlindFull,23,color,color,0,1,0
gpt,18,RuleBlindFull,24,color,color,0,1,0
gpt,18,RuleBlindFull,25,shape,shape,0,1,0
gpt,18,RuleBlindFull,26,color,color,0,0,1
gpt,18,RuleBlindFull,27,color,color,0,0,1
gpt,18,RuleBlindFull,28,shape,shape,0,1,0
gpt,18,RuleBlindFull,29,shape,shape,0,1,0
gpt,18,RuleBlindFull,30,color,color,0,0,1
gpt,18,RuleBlindFull,31,color,color,0,0,0
gpt,18,RuleBlindFull,32,color,color,0,0,0
gpt,18,RuleBlindFull,33,shape,shape,0,0,1
gpt,18,RuleBlindFull,34,color,color,0,0,0
gpt,18,RuleBlindFull,35,color,color,0,0,0
gpt,18,RuleBlindFull,36,color,color,0,0,0
gpt,18,NoVeto,1,color,color,0,1,0
gpt,18,NoVeto,2,color,color,0,1,0
gpt,18,NoVeto,3,color,color,0,1,0
gpt,18,NoVeto,4,color,color,0,1,0
gpt,18,NoVeto,5,color,color,0,1,0
gpt,18,NoVeto,6,color,color,0,1,0
gpt,18,NoVeto,7,color,color,0,0,1
gpt,18,NoVeto,8,color,color,0,0,1
gpt,18,NoVeto,9,color,color,0,0,1
gpt,18,NoVeto,10,color,color,0,0,1
gpt,18,NoVeto,11,color,color,0,0,1
gpt,18,NoVeto,12,color,color,0,0,1
gpt,18,NoVeto,13,color,color,0,0,0
gpt,18,NoVeto,14,color,color,0,0,0
gpt,18,NoVeto,15,color,color,0,0,0
gpt,18,NoVeto,16,color,color,0,0,0
gpt,18,NoVeto,17,color,color,0,0,0
gpt,18,NoVeto,18,color,color,0,0,0
gpt,18,NoVeto,19,color,color,0,1,0
gpt,18,NoVeto,20,color,color,0,1,0
